,total_sqft,bath,price,site_location,bhk
8819,1350.0,2.0,75.0,Satara Road,3
8822,525.0,1.0,27.5,Satara Road,1
8823,1830.0,3.0,88.0,Satara Road,3
8825,1035.0,2.0,49.0,Satara Road,2
8830,1779.0,3.0,90.0,Satara Road,3
8831,1645.0,3.0,117.0,Satara Road,3
8833,775.0,1.0,39.0,Satara Road,1
8834,940.0,2.0,56.0,Satara Road,2
8835,400.0,1.0,11.5,Satara Road,1
8836,957.0,2.0,54.5,Satara Road,2
8837,770.0,1.0,70.0,Satara Road,2
8838,1170.0,2.0,59.0,Satara Road,2
8842,400.0,1.0,11.5,Satara Road,1
8843,1816.0,3.0,119.0,Satara Road,3
8844,1290.0,2.0,85.0,Satara Road,2
8845,1555.0,3.0,100.0,Satara Road,3
8846,1441.0,2.0,95.0,Satara Road,3
8850,1007.0,2.0,64.0,Satara Road,2
8851,1128.0,2.0,65.45,Satara Road,2
8852,4025.0,6.0,350.0,Satara Road,4
8853,1500.0,2.0,90.0,Satara Road,2
8854,1310.0,2.0,70.0,Satara Road,3
8855,1410.0,2.0,73.0,Satara Road,2
8857,890.0,2.0,45.0,Satara Road,2
8859,3535.0,4.0,215.0,Satara Road,4
8860,1275.0,2.0,88.0,Satara Road,3
8861,1573.0,3.0,90.0,Satara Road,3
8863,5100.0,7.0,225.0,Satara Road,6
8866,2145.0,3.0,170.0,Satara Road,3
8868,793.0,1.0,40.0,Satara Road,1
8869,2375.0,4.0,189.0,Satara Road,4
8871,1026.0,2.0,60.8,Satara Road,2
8872,5656.0,5.0,499.0,Satara Road,3
8876,1310.0,3.0,63.25,Satara Road,3
8877,1495.0,2.0,78.0,Satara Road,2
8878,2872.0,4.0,183.0,Satara Road,4
8882,1205.0,2.0,66.0,Senapati Bapat Road,2
8885,1100.0,2.0,58.0,Senapati Bapat Road,3
8886,2280.0,4.0,126.0,Senapati Bapat Road,3
8887,1691.0,3.0,113.0,Senapati Bapat Road,3
8888,400.0,1.0,11.0,Senapati Bapat Road,1
8890,1357.0,2.0,115.0,Senapati Bapat Road,2
8891,1621.0,4.0,130.0,Senapati Bapat Road,3
8893,982.0,2.0,47.65,Senapati Bapat Road,2
8894,1694.0,2.0,125.0,Senapati Bapat Road,2
8895,3430.0,6.0,228.5,Senapati Bapat Road,4
8896,1125.0,2.0,62.0,Senapati Bapat Road,2
8897,2160.0,4.0,172.0,Senapati Bapat Road,3
8898,1699.0,3.0,97.0,Senapati Bapat Road,3
8899,3067.0,4.0,230.0,Senapati Bapat Road,4
8900,1200.0,2.0,78.0,Senapati Bapat Road,2
8903,1374.0,2.0,72.0,Senapati Bapat Road,3
8906,900.0,2.0,45.0,Senapati Bapat Road,2
8907,3385.0,4.0,260.0,Senapati Bapat Road,4
8908,1200.0,2.0,79.0,Senapati Bapat Road,2
8911,1884.0,4.0,120.0,Senapati Bapat Road,4
8912,726.0,2.0,35.0,Senapati Bapat Road,2
8913,937.0,2.0,44.0,Senapati Bapat Road,2
8914,2372.0,3.0,140.0,Senapati Bapat Road,3
8915,3900.0,5.0,360.0,Senapati Bapat Road,4
8919,950.0,2.0,45.68,Senapati Bapat Road,2
8920,2400.0,3.0,190.0,Senapati Bapat Road,3
8921,1750.0,3.0,99.0,Senapati Bapat Road,3
8922,1090.0,2.0,59.8,Senapati Bapat Road,2
8923,1004.0,2.0,49.0,Senapati Bapat Road,2
8924,1339.0,2.0,71.5,Senapati Bapat Road,2
8926,1200.0,3.0,70.0,Senapati Bapat Road,3
8929,1026.0,2.0,49.95,Senapati Bapat Road,2
8934,1020.0,2.0,48.0,Senapati Bapat Road,2
8937,700.0,1.0,38.0,Senapati Bapat Road,1
8938,1150.0,2.0,58.0,Senapati Bapat Road,2
8939,1385.0,2.0,68.5,Senapati Bapat Road,3
8941,1395.0,3.0,82.0,Senapati Bapat Road,3
8942,1160.0,2.0,49.0,Senapati Bapat Road,2
8944,1200.0,2.0,52.0,Senapati Bapat Road,2
8945,1533.0,3.0,98.18,Senapati Bapat Road,3
8947,1697.0,3.0,110.0,Senapati Bapat Road,3
8948,1284.0,2.0,75.0,Senapati Bapat Road,3
8949,1200.0,2.0,60.0,Senapati Bapat Road,2
8950,780.0,2.0,72.0,Senapati Bapat Road,2
8951,1000.0,2.0,48.0,Senapati Bapat Road,2
8953,666.0,1.0,36.8,Senapati Bapat Road,1
8954,460.0,1.0,13.0,Senapati Bapat Road,1
8955,1181.0,2.0,57.0,Senapati Bapat Road,2
8957,450.0,1.0,15.0,Senapati Bapat Road,1
8958,1365.0,3.0,76.18,Senapati Bapat Road,3
8959,1609.0,3.0,115.0,Senapati Bapat Road,3
8960,1680.0,3.0,125.0,Senapati Bapat Road,3
8961,1115.0,2.0,50.0,Senapati Bapat Road,2
8962,1757.0,3.0,98.0,Senapati Bapat Road,3
8965,5384.0,5.0,420.0,Senapati Bapat Road,5
8966,1100.0,2.0,48.0,Senapati Bapat Road,2
8967,1250.0,2.0,55.0,Senapati Bapat Road,2
8968,1254.0,2.0,70.0,Senapati Bapat Road,3
8969,1157.0,2.0,72.0,Senapati Bapat Road,3
8970,612.5,1.0,27.565,Senapati Bapat Road,1
8973,3000.0,4.0,235.0,Senapati Bapat Road,4
8974,1346.0,2.0,74.03,Senapati Bapat Road,2
8975,1990.0,3.0,98.0,Senapati Bapat Road,3
8976,1102.0,2.0,53.67,Senapati Bapat Road,2
8977,1222.0,2.0,68.0,Senapati Bapat Road,3
8978,1135.0,2.0,58.0,Senapati Bapat Road,2
8979,1277.0,2.0,77.0,Senapati Bapat Road,2
8981,1639.5,3.0,92.63,Senapati Bapat Road,3
8982,760.0,2.0,37.49,Senapati Bapat Road,2
8983,1220.0,2.0,89.0,Senapati Bapat Road,2
8984,675.0,1.0,35.0,Senapati Bapat Road,1
8985,1750.0,3.0,120.0,Senapati Bapat Road,3
8986,1920.0,3.0,122.0,Senapati Bapat Road,3
8987,1400.0,2.0,78.0,Senapati Bapat Road,3
8991,1314.0,2.0,80.0,Senapati Bapat Road,2
8994,1500.0,2.0,82.0,Senapati Bapat Road,3
8996,2215.0,4.0,152.0,Senapati Bapat Road,3
8997,4400.0,6.0,250.0,Shaniwar Peth,6
8998,1500.0,3.0,100.0,Shaniwar Peth,3
8999,1868.0,3.0,131.0,Shaniwar Peth,3
9000,1075.0,2.0,60.0,Shaniwar Peth,2
9001,1020.0,2.0,63.0,Shaniwar Peth,2
9002,1780.0,4.0,175.0,Shaniwar Peth,4
9004,1341.0,2.0,97.0,Shaniwar Peth,2
9006,1047.0,2.0,82.0,Shaniwar Peth,2
9008,1200.0,3.0,68.4,Shaniwar Peth,3
9009,1610.0,3.0,90.0,Shaniwar Peth,3
9010,1700.0,2.0,150.0,Shaniwar Peth,2
9011,1100.0,2.0,37.1,Shaniwar Peth,2
9012,2200.0,4.0,235.0,Shaniwar Peth,4
9013,1296.0,2.0,75.0,Shaniwar Peth,2
9014,1200.0,2.0,67.0,Shaniwar Peth,2
9016,1161.0,2.0,55.15,Shaniwar Peth,2
9017,1929.0,4.0,103.0,Shaniwar Peth,3
9018,1233.0,2.0,77.65,Shaniwar Peth,2
9019,1060.0,2.0,55.0,Shaniwar Peth,2
9021,1065.0,2.0,50.0,Shaniwar Peth,2
9022,1754.0,3.0,124.0,Shaniwar Peth,3
9023,1150.0,2.0,54.0,Shaniwar Peth,2
9024,1420.0,2.0,99.39,Shaniwar Peth,2
9025,1105.0,2.0,49.73,Shaniwar Peth,2
9026,794.0,1.0,60.0,Shaniwar Peth,1
9027,1700.0,3.0,90.0,Shaniwar Peth,3
9028,1370.0,2.0,75.0,Shaniwar Peth,3
9030,1700.0,4.0,108.0,Shaniwar Peth,4
9031,1110.0,2.0,40.0,Shaniwar Peth,2
9032,1500.0,3.0,149.0,Shaniwar Peth,3
9033,1075.0,2.0,60.0,Shaniwar Peth,2
9034,1200.0,2.0,58.0,Shaniwar Peth,2
9035,1115.0,2.0,40.0,Shaniwar Peth,2
9036,1594.0,3.0,125.0,Shaniwar Peth,3
9037,1100.0,2.0,49.0,Shaniwar Peth,2
9038,645.0,1.0,16.45,Shaniwar Peth,1
9039,1143.0,2.0,55.0,Shaniwar Peth,2
9040,1922.0,3.0,106.0,Shaniwar Peth,3
9041,1295.0,2.0,95.0,Shaniwar Peth,2
9042,940.0,2.0,49.0,Shaniwar Peth,2
9043,938.0,2.0,35.0,Shaniwar Peth,2
9046,1200.0,3.0,110.0,Shaniwar Peth,4
9047,1128.0,2.0,65.7,Shaniwar Peth,2
9048,2000.0,3.0,145.0,Shaniwar Peth,3
9049,1277.0,2.0,59.0,Shaniwar Peth,2
9051,2400.0,5.0,285.0,Shaniwar Peth,5
9052,929.0,2.0,56.0,Shaniwar Peth,2
9053,1678.0,3.0,92.13,Shaniwar Peth,3
9054,1198.0,2.0,54.0,Shaniwar Peth,2
9055,1012.0,2.0,64.0,Shaniwar Peth,2
9056,937.0,2.0,30.0,Shaniwar Peth,2
9058,990.0,2.0,35.0,Shaniwar Peth,2
9059,1200.0,2.0,100.0,Shaniwar Peth,3
9060,2000.0,3.0,105.0,Shaniwar Peth,3
9062,1457.0,3.0,85.0,Shaniwar Peth,3
9063,1100.0,2.0,68.0,Shaniwar Peth,2
9065,1250.0,2.0,47.0,Shaniwar Peth,2
9066,870.0,2.0,38.0,Shaniwar Peth,2
9067,2600.0,3.0,199.0,Shaniwar Peth,3
9068,1000.0,2.0,40.0,Shaniwar Peth,2
9069,1194.0,2.0,47.0,Shaniwar Peth,2
9070,1183.0,2.0,77.25,Shaniwar Peth,2
9071,3293.0,5.0,425.0,Shaniwar Peth,4
9073,1161.0,2.0,36.69,Shaniwar Peth,2
9074,1000.0,2.0,55.0,Shaniwar Peth,2
9075,1364.0,2.0,64.79,Shaniwar Peth,2
9076,770.0,1.0,35.0,Shaniwar Peth,2
9080,1057.0,2.0,30.0,Shaniwar Peth,2
9081,1825.0,3.0,145.0,Shaniwar Peth,3
9082,1027.0,2.0,44.0,Shaniwar Peth,2
9083,991.0,2.0,64.0,Shaniwar Peth,2
9084,1738.0,2.0,57.35,Shaniwar Peth,2
9085,1180.0,2.0,72.0,Shaniwar Peth,2
9086,1187.0,2.0,38.0,Shaniwar Peth,2
9087,1450.0,2.0,90.0,Shaniwar Peth,2
9088,2040.0,3.0,114.0,Shaniwar Peth,3
9089,1179.0,2.0,51.0,Shaniwar Peth,2
9090,1322.0,2.0,70.0,Shaniwar Peth,2
9091,1170.0,2.0,53.11,Shaniwar Peth,2
9092,1070.0,2.0,55.0,Shaniwar Peth,2
9093,1720.0,3.0,224.0,Shaniwar Peth,3
9094,760.0,2.0,38.5,Shaniwar Peth,2
9096,1155.0,2.0,39.0,Shaniwar Peth,2
9098,1100.0,2.0,62.0,Shaniwar Peth,2
9099,1074.0,2.0,42.8,Shaniwar Peth,2
9100,5000.0,4.0,300.0,Shaniwar Peth,4
9102,1116.0,2.0,51.91,Shaniwar Peth,2
9103,1197.0,2.0,76.0,Shaniwar Peth,2
9106,1085.0,2.0,34.2,Shaniwar Peth,2
9109,950.0,2.0,60.0,Shaniwar Peth,2
9110,1260.0,2.0,100.0,Shaniwar Peth,2
9112,1173.0,2.0,78.2,Shaniwar Peth,2
9114,1667.0,3.0,130.0,Shaniwar Peth,3
9115,1660.0,2.0,105.0,Shivaji Nagar,3
9116,883.0,2.0,45.0,Shivaji Nagar,2
9117,930.0,2.0,39.0,Shivaji Nagar,2
9118,1100.0,2.0,50.0,Shivaji Nagar,2
9119,1056.0,2.0,80.0,Shivaji Nagar,2
9120,3385.0,5.0,260.0,Shivaji Nagar,4
9121,1279.0,2.0,77.0,Shivaji Nagar,2
9122,1282.0,2.0,87.0,Shivaji Nagar,2
9124,1225.0,2.0,55.11,Shivaji Nagar,2
9125,1140.0,2.0,43.0,Shivaji Nagar,2
9126,1330.0,2.0,71.0,Shivaji Nagar,2
9127,950.0,2.0,39.0,Shivaji Nagar,2
9129,1800.0,1.0,128.0,Shivaji Nagar,2
9130,1480.0,3.0,90.0,Shivaji Nagar,3
9131,1525.0,3.0,100.0,Shivaji Nagar,3
9132,1255.0,2.0,65.26,Shivaji Nagar,2
9133,1170.0,2.0,105.0,Shivaji Nagar,2
9134,1030.0,2.0,61.0,Shivaji Nagar,2
9135,1847.0,3.0,110.0,Shivaji Nagar,3
9137,1015.0,2.0,56.0,Shivaji Nagar,2
9141,1090.0,2.0,54.54,Shivaji Nagar,2
9142,1290.0,2.0,94.5,Shivaji Nagar,3
9143,1682.0,3.0,120.0,Shivaji Nagar,3
9144,1027.0,2.0,43.0,Shivaji Nagar,2
9145,1000.0,2.0,65.3,Shivaji Nagar,2
9146,1128.0,2.0,48.79,Shivaji Nagar,2
9147,1308.0,2.0,83.0,Shivaji Nagar,2
9148,1790.0,3.0,105.0,Shivaji Nagar,3
9149,2987.5,5.0,191.0,Shivaji Nagar,4
9150,2500.0,5.0,120.0,Shivaji Nagar,5
9151,3900.0,4.0,333.0,Shivaji Nagar,4
9152,1936.0,3.0,118.0,Shivaji Nagar,3
9153,965.0,2.0,67.0,Shivaji Nagar,2
9154,1098.0,2.0,74.0,Shivaji Nagar,2
9155,1280.0,2.0,80.0,Shivaji Nagar,2
9156,450.0,1.0,25.0,Shivaji Nagar,1
9157,1418.0,2.0,104.0,Shivaji Nagar,2
9158,850.0,2.0,35.0,Shivaji Nagar,2
9159,1236.0,2.0,61.33,Shivaji Nagar,2
9161,1987.0,4.0,165.0,Shivaji Nagar,3
9162,1410.0,2.0,80.0,Shivaji Nagar,3
9163,1190.0,2.0,70.0,Shivaji Nagar,2
9164,1469.0,3.0,89.0,Shivaji Nagar,3
9165,1490.0,2.0,115.0,Shivaji Nagar,3
9166,1050.0,2.0,48.0,Shivaji Nagar,2
9167,845.0,2.0,43.0,Shivaji Nagar,2
9168,2225.0,3.0,149.0,Shivaji Nagar,3
9169,1232.0,2.0,66.0,Shivaji Nagar,2
9170,1800.0,4.0,68.0,Shivaji Nagar,5
9171,1194.0,2.0,47.0,Shivaji Nagar,2
9172,2400.0,2.0,180.0,Shivaji Nagar,3
9173,1540.0,3.0,90.0,Shivaji Nagar,3
9174,1040.0,2.0,50.0,Shivaji Nagar,2
9175,2400.0,6.0,98.0,Shivaji Nagar,6
9176,1120.0,2.0,50.0,Shivaji Nagar,2
9177,1595.0,3.0,120.0,Shivaji Nagar,3
9178,1820.0,3.0,150.0,Shivaji Nagar,3
9180,1250.0,2.0,110.0,Shivaji Nagar,2
9181,1652.0,3.0,110.0,Shivaji Nagar,3
9182,1174.0,2.0,47.0,Shivaji Nagar,2
9183,1050.0,2.0,75.0,Shivaji Nagar,2
9184,1200.0,2.0,86.0,Shivaji Nagar,2
9185,1633.0,2.0,72.0,Shivaji Nagar,2
9186,1300.0,2.0,78.0,Shivaji Nagar,2
9187,1180.0,2.0,59.47,Shivaji Nagar,2
9188,1076.0,2.0,50.0,Shivaji Nagar,2
9190,1220.0,2.0,63.0,Shivaji Nagar,2
9191,2600.0,3.0,195.0,Shivaji Nagar,3
9192,1680.0,3.0,122.0,Shivaji Nagar,3
9193,1489.0,2.0,101.0,Shivaji Nagar,2
9195,662.0,1.0,38.0,Shivaji Nagar,1
9196,1315.0,2.0,50.0,Shivaji Nagar,2
9197,1130.0,2.0,75.0,Shivaji Nagar,2
9198,1150.0,2.0,72.0,Shivaji Nagar,2
9199,1084.0,2.0,53.0,Shivaji Nagar,2
9200,2215.0,4.0,154.0,Shivaji Nagar,3
9201,1315.0,2.0,60.48,Shivaji Nagar,2
9202,1160.0,2.0,57.0,Shivaji Nagar,2
9203,1420.0,2.0,62.0,Shivaji Nagar,2
9204,1450.0,2.0,90.0,Shivaji Nagar,3
9205,2400.0,5.0,150.0,Shivaji Nagar,5
9208,1200.0,1.0,65.0,Shivaji Nagar,1
9209,1820.0,3.0,140.0,Shivaji Nagar,3
9210,1200.0,2.0,46.13,Shivaji Nagar,2
9211,1192.0,2.0,75.0,Shivaji Nagar,2
9212,644.0,1.0,32.0,Shivaji Nagar,1
9213,1050.0,2.0,43.0,Shivaji Nagar,2
9214,1152.0,2.0,55.0,Shivaji Nagar,2
9215,1400.0,3.0,98.0,Shivaji Nagar,3
9216,760.0,1.0,50.4,Shivaji Nagar,1
9217,2100.0,3.0,147.0,Shivaji Nagar,4
9219,1215.0,2.0,43.75,Shivaji Nagar,2
9220,1190.0,2.0,55.0,Shivaji Nagar,2
9221,1270.0,2.0,52.0,Shivaji Nagar,2
9222,3203.5,2.0,224.5,Shukrawar Peth,4
9223,400.0,1.0,14.0,Shukrawar Peth,1
9224,1380.0,2.0,60.0,Shukrawar Peth,2
9225,595.0,1.0,33.32,Shukrawar Peth,1
9229,1020.0,2.0,45.9,Shukrawar Peth,2
9230,1800.0,3.0,90.0,Shukrawar Peth,3
9231,2400.0,4.0,200.0,Shukrawar Peth,4
9233,2500.0,3.0,135.0,Shukrawar Peth,3
9235,1600.0,2.0,80.0,Shukrawar Peth,3
9236,2800.0,2.0,200.0,Shukrawar Peth,3
9239,500.0,1.0,20.0,Shukrawar Peth,1
9241,1775.0,3.0,110.0,Shukrawar Peth,3
9243,1760.0,3.0,145.0,Shukrawar Peth,3
9244,1448.0,2.0,68.0,Shukrawar Peth,2
9245,1340.0,2.0,61.0,Shukrawar Peth,2
9246,1850.0,4.0,139.0,Shukrawar Peth,3
9247,2200.0,4.0,195.0,Shukrawar Peth,4
9248,812.0,1.0,26.0,Shukrawar Peth,1
9250,1200.0,2.0,50.0,Shukrawar Peth,2
9251,1700.0,3.0,88.0,Shukrawar Peth,3
9253,3600.0,5.0,220.0,Shukrawar Peth,4
9254,1318.0,2.0,85.28,Shukrawar Peth,3
9255,1371.0,2.0,65.0,Shukrawar Peth,3
9258,1450.0,3.0,77.41,Shukrawar Peth,3
9260,1020.0,2.0,45.0,Shukrawar Peth,2
9261,3216.0,5.0,300.0,Shukrawar Peth,4
9262,2400.0,4.0,200.0,Shukrawar Peth,3
9264,883.0,2.0,40.95,Shukrawar Peth,2
9265,1070.0,2.0,45.5,Shukrawar Peth,2
9266,2155.0,3.0,125.0,Shukrawar Peth,4
9267,1100.0,2.0,70.0,Shukrawar Peth,2
9269,1679.0,3.0,92.13,Shukrawar Peth,3
9270,1310.0,2.0,68.0,Shukrawar Peth,3
9271,1766.0,3.0,130.0,Shukrawar Peth,3
9272,1265.0,2.0,67.0,Shukrawar Peth,2
9274,1305.0,2.0,75.0,Shukrawar Peth,2
9276,1125.0,2.0,65.0,Shukrawar Peth,2
9277,900.0,2.0,41.0,Shukrawar Peth,2
9278,1216.0,2.0,69.0,Shukrawar Peth,2
9279,4856.0,5.0,410.0,Shukrawar Peth,4
9280,1485.0,2.0,96.51,Shukrawar Peth,2
9281,1022.0,2.0,57.0,Shukrawar Peth,2
9282,1075.0,2.0,55.0,Shukrawar Peth,2
9283,1100.0,2.0,66.0,Shukrawar Peth,2
9284,1250.0,2.0,68.75,Shukrawar Peth,3
9288,1200.0,4.0,95.0,Shukrawar Peth,4
9289,525.0,1.0,26.0,Shukrawar Peth,1
9291,3600.0,9.0,240.0,Shukrawar Peth,9
9292,425.0,1.0,15.0,Shukrawar Peth,1
9293,1100.0,2.0,52.0,Shukrawar Peth,2
9294,1153.0,2.0,56.7,Shukrawar Peth,2
9295,1820.0,3.0,85.0,Shukrawar Peth,3
9296,1295.0,2.0,55.47,Shukrawar Peth,2
9297,1050.0,2.0,65.0,Shukrawar Peth,2
9299,1800.0,3.0,130.0,Shukrawar Peth,3
9300,1052.0,2.0,51.0,Shukrawar Peth,2
9301,1265.0,2.0,65.0,Shukrawar Peth,3
9304,799.0,2.0,35.0,Shukrawar Peth,2
9305,1200.0,2.0,54.0,Shukrawar Peth,2
9306,1200.0,2.0,110.0,Shukrawar Peth,2
9307,1270.0,2.0,73.0,Shukrawar Peth,2
9308,2774.0,4.0,197.0,Shukrawar Peth,4
9310,1478.0,2.0,125.0,Shukrawar Peth,2
9312,1100.0,2.0,48.0,Shukrawar Peth,2
9314,1100.0,2.0,65.0,Shukrawar Peth,2
9319,1800.0,3.0,95.0,Shukrawar Peth,3
9320,1530.0,3.0,87.0,Shukrawar Peth,4
9321,2425.0,5.0,175.0,Shukrawar Peth,4
9323,1449.0,3.0,110.0,Shukrawar Peth,3
9326,965.0,2.0,54.0,Shukrawar Peth,2
9327,1201.0,2.0,80.0,Shukrawar Peth,2
9328,1150.0,2.0,48.5,Shukrawar Peth,2
9329,1053.0,2.0,44.0,Shukrawar Peth,2
9331,1325.0,2.0,59.0,Shukrawar Peth,2
9332,1194.0,2.0,57.0,Shukrawar Peth,2
9333,1080.0,2.0,49.0,Shukrawar Peth,2
9334,1570.0,2.0,95.0,Shukrawar Peth,3
9335,2503.0,3.0,138.0,Shukrawar Peth,3
9336,1250.0,2.0,75.0,Shukrawar Peth,2
9337,1081.0,2.0,60.0,Shukrawar Peth,2
9339,1530.0,2.0,108.0,Shukrawar Peth,2
9341,705.0,1.0,67.0,Sinhagad Road,1
9343,2483.0,5.0,212.0,Sinhagad Road,4
9344,1760.0,2.0,130.0,Sinhagad Road,3
9349,1600.0,4.0,125.0,Sinhagad Road,5
9350,1570.0,3.0,80.0,Sinhagad Road,3
9351,14000.0,3.0,800.0,Sinhagad Road,4
9352,3467.86,6.0,249.0,Sinhagad Road,4
9356,1200.0,2.0,120.0,Sinhagad Road,2
9357,1300.0,2.0,110.0,Sinhagad Road,2
9358,640.0,1.0,55.0,Sinhagad Road,1
9361,2145.0,3.0,175.0,Sinhagad Road,3
9363,1762.0,3.0,110.0,Sinhagad Road,3
9368,1575.0,2.0,110.0,Sinhagad Road,3
9370,1749.0,3.0,115.0,Sinhagad Road,3
9384,1300.0,2.0,75.0,Sinhagad Road,3
9385,2675.0,4.0,290.0,Sinhagad Road,4
9388,500.0,1.0,15.0,Sinhagad Road,1
9389,525.0,2.0,27.0,Sinhagad Road,1
9390,1737.0,2.0,95.0,Sinhagad Road,3
9391,2100.0,3.0,125.0,Sinhagad Road,4
9394,2690.0,4.0,185.0,Sinhagad Road,4
9401,1655.0,3.0,120.0,Sinhagad Road,3
9403,1040.0,2.0,68.59,Sinhagad Road,2
9408,600.0,1.0,35.0,Sinhagad Road,1
9409,1250.0,4.0,100.0,Sinhagad Road,4
9411,2340.0,4.0,145.0,Sinhagad Road,4
9417,980.0,2.0,86.0,Sinhagad Road,2
9418,790.5,1.0,42.295,Sinhagad Road,1
9419,1450.0,2.0,75.0,Sinhagad Road,3
9420,1278.0,3.0,62.71,Sinhagad Road,3
9421,1559.0,3.0,81.55,Sinhagad Road,3
9422,1400.0,2.0,78.0,Sinhagad Road,3
9424,1723.0,3.0,95.0,Sinhagad Road,3
9426,6000.0,4.0,625.0,Sinhagad Road,4
9427,1800.0,3.0,175.0,Sinhagad Road,3
9428,1720.0,3.0,150.0,Sinhagad Road,3
9433,1500.0,3.0,162.0,Sinhagad Road,4
9436,2045.0,3.0,108.0,Sinhagad Road,3
9437,1886.0,3.0,205.0,Sinhagad Road,3
9439,3425.0,3.0,320.0,Sinhagad Road,3
9440,3300.0,3.0,165.0,Sinhagad Road,3
9441,2500.0,3.0,250.0,Sinhagad Road,3
9444,1684.0,3.0,120.0,Sinhagad Road,3
9446,1615.0,3.0,97.0,Sinhagad Road,3
9447,1500.0,3.0,88.0,Sinhagad Road,3
9451,4000.0,8.0,160.0,Sinhagad Road,8
9452,1290.0,2.0,88.0,Sinhagad Road,2
9454,1644.0,3.0,80.51,Sinhagad Road,3
9455,1600.0,2.0,140.0,Sinhagad Road,3
9457,1730.0,3.0,125.0,Sinhagad Road,3
9459,770.0,1.0,36.0,Somwar Peth,2
9460,2026.0,3.0,132.0,Somwar Peth,3
9461,1166.0,2.0,55.0,Somwar Peth,2
9462,1800.0,3.0,110.0,Somwar Peth,3
9463,2225.0,3.0,160.0,Somwar Peth,3
9464,1260.0,2.0,67.39,Somwar Peth,2
9465,1750.0,3.0,85.0,Somwar Peth,3
9466,1665.0,3.0,86.58,Somwar Peth,3
9467,1495.0,2.0,79.5,Somwar Peth,2
9469,1093.0,2.0,70.0,Somwar Peth,2
9470,500.0,1.0,20.0,Somwar Peth,1
9471,1530.0,2.0,74.4,Somwar Peth,3
9472,1410.0,3.0,65.0,Somwar Peth,3
9473,1500.0,2.0,60.0,Somwar Peth,2
9474,1482.0,2.0,92.0,Somwar Peth,3
9475,1000.0,2.0,50.0,Somwar Peth,2
9477,972.0,2.0,44.0,Somwar Peth,2
9478,1080.0,2.0,37.0,Somwar Peth,2
9479,900.0,2.0,42.0,Somwar Peth,2
9482,1105.0,2.0,38.65,Somwar Peth,2
9483,600.0,1.0,32.0,Somwar Peth,1
9484,1187.0,2.0,45.0,Somwar Peth,2
9485,1132.0,2.0,42.0,Somwar Peth,2
9486,2167.0,3.0,170.0,Somwar Peth,3
9487,1418.0,2.0,104.0,Somwar Peth,2
9488,883.0,2.0,45.0,Somwar Peth,2
9489,1500.0,3.0,65.0,Somwar Peth,2
9490,1247.0,2.0,53.0,Somwar Peth,2
9491,1470.0,2.0,61.74,Somwar Peth,2
9492,923.0,1.0,60.84,Somwar Peth,1
9493,4428.0,4.0,255.0,Somwar Peth,4
9494,1150.0,2.0,75.0,Somwar Peth,2
9495,1104.0,2.0,39.0,Somwar Peth,2
9496,936.0,2.0,43.0,Somwar Peth,2
9497,1100.0,2.0,48.0,Somwar Peth,2
9498,1100.0,2.0,45.0,Somwar Peth,2
9500,1037.0,2.0,36.28,Somwar Peth,2
9501,1550.0,3.0,74.5,Somwar Peth,3
9503,919.0,2.0,28.0,Somwar Peth,2
9504,1402.0,2.0,85.0,Somwar Peth,3
9505,1089.0,2.0,32.67,Somwar Peth,2
9506,1450.0,3.0,68.0,Somwar Peth,3
9507,4260.0,4.0,272.0,Somwar Peth,4
9508,1060.0,2.0,40.0,Somwar Peth,2
9510,1016.0,2.0,45.9,Somwar Peth,2
9511,1020.0,2.0,55.0,Somwar Peth,2
9512,1390.0,2.0,76.45,Somwar Peth,3
9514,2336.5,3.0,115.89,Somwar Peth,3
9515,1000.0,2.0,28.88,Somwar Peth,2
9516,1125.0,2.0,32.5,Somwar Peth,2
9517,1065.0,2.0,40.47,Somwar Peth,2
9518,1200.0,2.0,79.0,Somwar Peth,2
9519,1340.0,2.0,65.0,Somwar Peth,2
9520,1411.0,3.0,93.15,Somwar Peth,3
9521,1100.0,2.0,37.0,Somwar Peth,2
9522,1018.0,2.0,50.8,Somwar Peth,2
9523,1450.0,2.0,57.0,Somwar Peth,2
9524,1153.0,2.0,45.0,Somwar Peth,2
9525,1065.0,2.0,42.59,Somwar Peth,2
9526,1691.2,3.0,115.0,Somwar Peth,3
9527,990.0,2.0,37.62,Somwar Peth,2
9529,1215.0,2.0,68.0,Somwar Peth,2
9530,1175.0,2.0,50.0,Somwar Peth,2
9532,1506.0,3.0,95.0,Somwar Peth,3
9533,552.5,1.0,13.26,Somwar Peth,1
9534,1045.0,2.0,42.0,Somwar Peth,2
9535,1573.0,3.0,98.0,Somwar Peth,3
9536,1000.0,2.0,28.88,Somwar Peth,2
9538,1075.0,2.0,52.0,Somwar Peth,2
9539,1819.0,3.0,100.0,Somwar Peth,3
9541,1190.0,2.0,50.0,Somwar Peth,2
9542,1575.0,3.0,80.0,Somwar Peth,3
9543,1450.0,2.0,67.0,Somwar Peth,3
9544,1175.0,2.0,70.5,Somwar Peth,2
9545,1820.0,3.0,85.2,Somwar Peth,3
9546,1010.0,2.0,52.0,Somwar Peth,2
9547,1689.0,3.0,103.0,Somwar Peth,3
9548,1021.0,2.0,76.0,Somwar Peth,2
9550,1415.0,2.0,60.0,Somwar Peth,2
9551,1299.0,2.0,97.0,Somwar Peth,2
